tag.ID,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov
1570,8/23/2021,35,2,11,8,S,0.594444444,F,573,0.604166667,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,NA,3,E,90
1575,8/10/2020,33,1,11,7,N,13:38,M,544,13:43,coho,,2.1,64.02448,-160.91692,8-May,1.3,1.1,NA,NA,7,SE,50
1590,8/23/2021,35,2,11,9,S,0.595833333,F,546,0.604166667,coho,,,64.03472,-160.92481,5-5/8 in,1.5,1,54,NA,3,E,90
1595,8/10/2020,33,1,11,8,N,13:51,M,512,13:58,coho,,1.1,64.02448,-160.91692,8-May,1.3,1.1,NA,NA,7,SE,50
1610,8/23/2021,35,2,NA,1,N,0.609027778,F,546,0.6375,coho,no scale cards,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1615,8/10/2020,33,1,11,9,N,14:01,M,542,14:07,coho,,1.1,64.02448,-160.91692,8-May,1.3,1.1,NA,NA,7,SE,50
1630,8/23/2021,35,2,NA,2,S,0.609027778,M,556,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1635,8/10/2020,33,1,11,10,S,14:02,M,388,14:08,sockeye,,7,64.02448,-160.91692,8-May,1.3,1.1,NA,NA,7,SE,50
1650,8/23/2021,35,2,NA,3,S,0.609027778,F,545,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1655,8/10/2020,33,1,12,1,S,14:02,M,528,14:10,coho,,4,64.02448,-160.91692,8-May,1.3,1.1,NA,NA,7,SE,50
1670,8/23/2021,35,2,NA,4,S,0.611111111,F,556,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1675,8/11/2020,33,1,13,1,S,13:22,M,565,13:28,coho,,3.1,64.01708,-160.91208,8-May,1.4,1,60,57,4,S,15
1690,8/23/2021,35,2,NA,5,S,0.611805556,M,523,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1695,8/11/2020,33,1,13,2,N,14:24,M,525,14:28,coho,,2.1,64.0753,-160.9474,8-May,1.5,1.1,62,58,8,W,8
1710,8/23/2021,35,3,NA,6,N,0.627083333,F,525,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1715,8/12/2020,33,1,14,1,N,10:20,F,499,10:32,coho,,3,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1730,8/23/2021,35,3,NA,7,N,0.627083333,M,569,0.6375,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1735,8/12/2020,33,1,14,2,N,10:26,F,555,10:32,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1750,8/23/2021,35,3,NA,8,,0.631944444,F,588,0.6375,coho,chum?,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1755,8/12/2020,33,1,14,3,S,10:40,F,485,10:53,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1770,8/23/2021,35,3,NA,9,,0.634027778,M,539,0.638194444,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1775,8/12/2020,33,1,14,4,N,10:43,M,508,10:53,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1790,8/23/2021,35,3,NA,10,S,0.635416667,F,596,0.638888889,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1795,8/12/2020,33,1,14,5,N,10:45,M,486,10:53,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1810,8/23/2021,35,3,NA,1,,0.642361111,F,566,0.648611111,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1815,8/12/2020,33,1,14,6,S,10:48,F,554,10:54,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1830,8/23/2021,35,3,NA,2,N,0.645138889,F,530,0.648611111,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1835,8/12/2020,33,1,14,7,N,10:50,M,478,10:57,coho,,3,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1850,8/23/2021,35,3,NA,3,S,0.658333333,M,577,0.666666667,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1855,8/12/2020,33,1,14,8,N,10:51,M,536,10:59,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1870,8/23/2021,35,3,NA,4,,0.6625,M,537,0.66875,coho,,,64.03437,-160.92361,5-5/8 in,1.5,1,54,NA,3,E,50
1875,8/12/2020,33,1,14,9,N,11:02,M,530,11:13,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1890,8/24/2021,35,3,11,2,N,0.427777778,F,532,0.8125,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1895,8/12/2020,33,1,14,10,N,11:05,F,516,11:13,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1910,8/24/2021,35,3,11,3,N,0.428472222,M,521,0.434722222,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1915,8/12/2020,33,1,15,1,N,11:07,M,524,11:13,coho,,4,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1930,8/24/2021,35,3,11,4,N,0.439583333,M,534,0.44375,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1935,8/12/2020,33,1,15,2,N,11:17,M,518,11:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1950,8/24/2021,35,3,11,5,N,0.440277778,F,550,0.445138889,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1955,8/12/2020,33,1,15,3,S,11:17,F,526,11:30,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1970,8/24/2021,35,3,11,6,S,0.440972222,F,599,0.446527778,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1975,8/12/2020,33,1,15,4,S,11:23,M,518,11:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1990,8/24/2021,35,3,11,7,N,0.441666667,F,573,0.448611111,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1995,8/12/2020,33,1,15,5,N,11:25,M,553,11:33,coho,,4,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2010,8/24/2021,35,3,11,8,S,0.454861111,M,527,0.459722222,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2015,8/12/2020,33,1,15,6,S,11:27,M,519,11:36,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2030,8/24/2021,35,3,11,9,S,0.4625,F,571,0.46875,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2035,8/12/2020,33,1,15,7,S,11:29,M,578,11:38,sockeye,,7,64.02222,-160.88222,SN,0.6,0.5,NA,57,3,SW,20
2050,8/24/2021,35,3,11,10,N,0.463194444,M,541,0.470138889,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2055,8/12/2020,33,1,15,8,S,11:45,M,543,11:52,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2070,8/24/2021,35,3,11,11,N,0.463194444,F,623,0.472222222,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2075,8/12/2020,33,1,15,9,S,11:47,F,545,11:51,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2090,8/24/2021,35,3,12,1,N,0.464583333,F,561,0.473611111,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2095,8/12/2020,33,1,15,10,N,11:48,M,545,11:55,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2110,8/24/2021,35,3,12,2,N,0.464583333,F,556,0.475694444,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2115,8/12/2020,33,1,16,2,N,11:48,M,502,12:02,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2130,8/24/2021,35,3,12,3,N,0.465277778,M,503,0.477777778,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2135,8/12/2020,33,1,16,1,N,11:50,F,491,12:02,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2150,8/24/2021,35,3,12,4,N,0.484027778,M,521,0.489583333,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2155,8/12/2020,33,1,16,3,N,11:50,M,561,12:03,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2170,8/24/2021,35,3,12,5,N,0.484027778,M,560,0.491666667,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2175,8/12/2020,33,1,16,4,N,11:56,M,499,12:05,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2190,8/24/2021,35,3,12,6,N,0.484027778,F,561,0.495833333,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2195,8/12/2020,33,1,16,5,S,11:58,F,575,12:07,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2210,8/24/2021,35,3,12,7,N,0.484027778,F,570,0.497222222,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2215,8/12/2020,33,1,16,6,N,11:58,M,555,12:10,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2230,8/24/2021,35,3,13,1,S,0.534027778,F,556,0.5375,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2235,8/12/2020,33,1,16,7,S,11:59,F,503,12:13,coho,,3,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2250,8/24/2021,35,3,13,2,N,0.538888889,M,489,0.547222222,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2255,8/12/2020,33,1,16,8,N,12:16,M,564,12:24,chinook,,7,64.02222,-160.88222,SN,0.6,0.5,NA,57,3,SW,20
2270,8/24/2021,35,3,13,3,N,0.541666667,F,559,0.548611111,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2275,8/12/2020,33,1,16,9,N,12:18,F,542,12:24,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2290,8/24/2021,35,3,13,4,N,0.541666667,M,559,0.552777778,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2295,8/12/2020,33,1,16,10,N,12:19,M,513,12:52,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2310,8/24/2021,35,3,13,5,N,0.556944444,F,565,0.561805556,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2315,8/12/2020,33,1,17,1,S,12:19,F,518,12:28,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2330,8/24/2021,35,3,13,6,N,0.565277778,M,629,0.573611111,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2335,8/12/2020,33,1,17,2,N,12:19,F,509,12:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2350,8/24/2021,35,3,13,7,S,0.565972222,M,638,0.529166667,coho,big lump on left side,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2355,8/12/2020,33,1,17,3,N,12:35,F,568,12:42,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2370,8/24/2021,35,3,13,8,S,0.5875,M,598,0.592361111,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2375,8/12/2020,33,1,17,4,S,12:44,F,532,12:48,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2390,8/24/2021,35,3,13,9,S,0.5875,M,565,0.595833333,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2395,8/12/2020,33,1,17,5,N,12:46,M,495,12:50,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2410,8/24/2021,35,3,13,10,S,0.602777778,F,529,0.606944444,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2415,8/17/2020,34,1,18,1,S,13:37,M,510,13:43,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2430,8/24/2021,35,3,14,1,S,0.6125,M,540,0.618055556,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2435,8/17/2020,34,1,18,2,N,13:48,M,565,13:53,coho,,4,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2450,8/24/2021,35,3,14,2,S,0.613194444,F,563,0.61875,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2455,8/17/2020,34,1,18,3,N,13:57,M,567,14:06,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2470,8/24/2021,35,3,14,3,N,0.627083333,F,603,0.638888889,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2475,8/17/2020,34,1,18,4,N,13:59,M,564,14:06,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2490,8/24/2021,35,3,14,4,S,0.629861111,M,510,0.640277778,coho,bad scales,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2495,8/17/2020,34,1,18,5,N,13:59,F,528,14:09,coho,,3,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2515,8/17/2020,34,1,18,6,S,14:02,F,527,14:11,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2535,8/17/2020,34,1,18,7,N,14:02,M,594,14:13,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2555,8/17/2020,34,1,18,8,N,14:03,F,530,14:15,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2575,8/17/2020,34,1,18,9,N,14:18,F,548,14:25,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2595,8/17/2020,34,1,18,10,N,14:18,M,553,14:25,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2615,8/17/2020,34,1,19,1,N,14:20,F,563,14:28,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2635,8/17/2020,34,1,19,2,N,14:21,F,539,14:31,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2655,8/17/2020,34,1,19,3,N,14:21,F,561,14:33,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2675,8/17/2020,34,1,19,4,S,14:47,F,559,14:54,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2695,8/17/2020,34,1,19,5,S,14:52,M,491,14:54,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2715,8/17/2020,34,1,19,6,S,14:57,M,528,15:03,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2735,8/17/2020,34,1,19,7,N,14:58,M,539,15:04,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2755,8/17/2020,34,1,19,8,N,14:58,F,578,15:05,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2775,8/17/2020,34,1,19,9,S,15:15,M,549,15:19,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2795,8/17/2020,34,1,19,10,S,15:28,F,548,15:32,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2815,8/17/2020,34,1,20,1,N,15:29,F,539,15:34,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2835,8/18/2020,34,1,21,1,N,11:07,M,573,11:15,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2855,8/18/2020,34,1,21,2,N,11:10,F,468,11:15,coho,,1.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2875,8/18/2020,34,1,21,3,N,11:17,F,478,11:25,coho,,3.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2895,8/18/2020,34,1,21,4,N,11:18,M,529,11:25,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2915,8/18/2020,34,1,21,5,N,11:18,M,561,11:25,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2935,8/18/2020,34,1,21,6,N,11:20,M,554,11:27,coho,,3.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2955,8/18/2020,34,1,21,7,N,11:29,F,503,11:35,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2975,8/18/2020,34,1,21,8,N,11:29,M,553,11:35,coho,,3,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
2995,8/18/2020,34,1,21,9,S,11:30,F,547,11:35,coho,,3,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3015,8/18/2020,34,1,21,10,N,11:39,F,571,11:45,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3035,8/18/2020,34,1,22,1,N,11:39,F,543,11:46,coho,,1.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3055,8/18/2020,34,1,22,2,N,11:50,M,531,12:01,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3075,8/18/2020,34,1,22,3,N,11:51,F,566,12:01,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3095,8/18/2020,34,1,22,4,S,11:53,M,557,12:01,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3115,8/18/2020,34,1,22,5,S,11:56,M,544,12:02,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3135,8/18/2020,34,1,22,6,N,12:06,M,551,12:16,coho,,1.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3155,8/18/2020,34,1,22,7,N,12:10,M,525,12:16,coho,,3,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3175,8/18/2020,34,1,22,8,S,12:12,M,526,12:16,coho,,1.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3195,8/18/2020,34,1,22,9,N,12:20,F,569,12:28,coho,,2.1,63.95477,-160.85222,8-May,1.9,1.6,62,58,2,SE,0
3215,8/24/2020,35,1,23,1,N,10:54,M,558,11:01,coho,,1.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3235,8/24/2020,35,1,23,2,N,10:56,M,530,11:01,coho,,3,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3255,8/24/2020,35,1,23,3,N,10:56,F,527,11:04,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3275,8/24/2020,35,1,23,4,N,11:12,M,494,11:16,coho,,1.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3295,8/24/2020,35,1,23,5,N,11:20,M,573,11:27,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3315,8/24/2020,35,1,23,6,N,11:23,F,588,11:28,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3335,8/24/2020,35,1,23,7,S,12:19,M,504,12:23,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3355,8/24/2020,35,1,23,8,N,13:10,M,551,13:15,coho,,1.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3375,8/24/2020,35,1,23,9,N,13:11,M,554,13:16,coho,,1.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3395,8/24/2020,35,1,23,10,S,13:28,F,512,13:31,coho,,3,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3415,8/24/2020,35,1,24,1,,14:29,F,525,14:39,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3435,8/24/2020,35,1,24,2,S,14:29,M,584,14:39,coho,,3,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3455,8/24/2020,35,1,24,3,N,14:30,M,503,14:39,coho,,3.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3475,8/24/2020,35,1,24,4,S,14:34,M,528,14:42,coho,,2.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3495,8/24/2020,35,1,24,5,S,14:34,M,546,14:45,coho,,3,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3515,8/24/2020,35,1,24,6,S,15:07,M,503,15:11,coho,,1.1,63.95417,-160.85283,8-May,0.5,0.3,58,57,5,S,90
3535,8/25/2020,35,1,25,1,S,13:52,F,550,13:58,coho,,2.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3555,8/25/2020,35,1,25,2,S,13:54,M,522,13:59,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3575,8/25/2020,35,1,25,3,N,13:56,M,516,14:02,coho,,2.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3595,8/25/2020,35,1,25,4,S,14:07,M,584,14:10,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3615,8/25/2020,35,1,25,5,S,14:12,M,497,14:15,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3635,8/25/2020,35,1,25,6,N,14:21,M,574,14:25,sockeye,,7,64.02583,-160.88361,8-May,1.25,1,63,57,5,S,50
3655,8/25/2020,35,1,25,7,S,14:40,M,561,14:46,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3675,8/25/2020,35,1,25,8,S,14:42,F,555,14:46,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3695,8/25/2020,35,1,25,9,N,15:00,F,579,15:03,coho,,2.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3715,8/25/2020,35,1,25,10,S,15:38,M,522,15:41,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3735,8/25/2020,35,1,26,1,N,15:39,F,550,15:43,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
3755,8/25/2020,35,1,26,2,N,15:51,M,558,15:58,coho,,1.1,63.95455,-160.85202,8-May,1.25,1,63,57,5,S,50
